,Institution_ID,Institution_Type,Region,Total_Students,Total_Teachers,Student_Teacher_Ratio,Total_Classrooms,Avg_Classroom_Capacity,Classroom_Utilization_Rate,Smart_Classrooms,Computer_Labs,Lab_Utilization_Rate,Digital_Learning_Tools,Internet_Bandwidth_Mbps,Library_Resources,Learning_Outcome_Index,Student_Engagement_Index,Teacher_Workload_Index,Infrastructure_Quality_Index,Resource_Utilization_Index,Operational_Cost_Per_Student,Resource_Wastage_Index,Resource_Allocation_Status
943,INS00944,Government-Aided,Rural,2355,140,16.82,109,39,0.6,42,11,0.55,0.27,33,14017,0.62,0.53,0.44,0.89,0.56,2682,0.14,Moderately_Balanced
944,INS00945,Government-Aided,Urban,2379,107,22.23,54,31,0.57,6,10,0.6,0.59,993,65000,0.69,0.75,0.61,0.91,0.68,1754,0.25,Moderately_Balanced
945,INS00946,Government-Aided,Semi-Urban,2307,80,28.84,91,45,0.53,6,1,0.73,0.8,452,96265,0.5,0.88,0.68,0.84,0.94,1262,0.08,Moderately_Balanced
946,INS00947,Public,Semi-Urban,2041,65,31.4,37,66,0.52,28,7,0.46,0.52,763,86322,0.6,0.59,0.3,0.82,0.79,2100,0.33,Moderately_Balanced
947,INS00948,Government-Aided,Semi-Urban,686,100,6.86,66,45,0.71,59,9,0.83,0.85,452,97384,0.71,0.72,0.57,0.71,0.53,2587,0.09,Moderately_Balanced
948,INS00949,Public,Semi-Urban,1551,64,24.23,18,52,0.79,25,12,0.48,0.59,558,68191,0.68,0.71,0.54,0.59,0.88,4808,0.25,Moderately_Balanced
949,INS00950,Private,Urban,2090,137,15.26,51,55,0.68,40,4,0.78,0.27,868,68499,0.62,0.47,0.82,0.53,0.49,2517,0.24,Needs_Improvement
950,INS00951,Government-Aided,Urban,1798,66,27.24,56,45,0.51,2,4,0.55,0.93,442,49903,0.69,0.45,0.8,0.48,0.58,3940,0.26,Needs_Improvement
951,INS00952,Public,Urban,506,42,12.05,115,56,0.77,42,5,0.54,0.59,348,31971,0.82,0.87,0.84,0.8,0.74,3903,0.18,Highly_Balanced
952,INS00953,Public,Rural,2118,80,26.48,58,59,0.73,16,8,0.83,0.71,951,96246,0.68,0.89,0.81,0.83,0.6,2959,0.16,Moderately_Balanced
953,INS00954,Government-Aided,Rural,2080,32,65.0,111,62,0.64,39,11,0.69,0.39,541,55657,0.7,0.88,0.77,0.6,0.79,1804,0.34,Moderately_Balanced
954,INS00955,Private,Rural,1092,26,42.0,56,61,0.62,19,5,0.51,0.46,880,44800,0.8,0.61,0.82,0.4,0.74,2805,0.3,Needs_Improvement
955,INS00956,Private,Semi-Urban,2024,47,43.06,43,38,0.54,33,4,0.4,0.59,919,80966,0.87,0.55,0.4,0.92,0.75,2693,0.2,Moderately_Balanced
956,INS00957,Private,Rural,1305,115,11.35,115,40,0.52,52,8,0.91,0.85,104,61232,0.71,0.9,0.5,0.64,0.6,4216,0.1,Moderately_Balanced
957,INS00958,Public,Semi-Urban,1241,126,9.85,33,66,0.62,51,11,0.62,0.32,888,24519,0.92,0.87,0.71,0.94,0.38,3641,0.32,Moderately_Balanced
958,INS00959,Public,Rural,1465,117,12.52,98,35,0.47,32,5,0.61,0.8,21,76621,0.63,0.83,0.85,0.77,0.87,3686,0.24,Moderately_Balanced
959,INS00960,Public,Semi-Urban,1977,131,15.09,46,59,0.67,15,8,0.43,0.66,226,52754,0.58,0.58,0.7,0.47,0.39,2732,0.09,Needs_Improvement
960,INS00961,Public,Rural,748,20,37.4,58,69,0.75,59,1,0.87,0.6,431,83317,0.8,0.74,0.42,0.58,0.63,2718,0.1,Moderately_Balanced
961,INS00962,Private,Rural,891,62,14.37,69,44,0.92,22,3,0.47,0.86,620,94152,0.54,0.8,0.87,0.76,0.53,1558,0.21,Moderately_Balanced
962,INS00963,Government-Aided,Urban,381,61,6.25,94,59,0.76,3,7,0.57,0.33,941,118302,0.9,0.71,0.76,0.76,0.53,1539,0.2,Moderately_Balanced
963,INS00964,Public,Rural,2482,114,21.77,19,47,0.76,55,12,0.62,0.94,140,19595,0.64,0.72,0.73,0.53,0.49,3060,0.17,Needs_Improvement
964,INS00965,Public,Rural,1706,148,11.53,60,41,0.64,40,1,0.82,0.85,476,45710,0.8,0.8,0.76,0.5,0.51,2038,0.18,Moderately_Balanced
965,INS00966,Private,Urban,1780,70,25.43,90,33,0.52,39,11,0.59,0.48,561,62512,0.74,0.81,0.7,0.55,0.92,1559,0.1,Moderately_Balanced
966,INS00967,Government-Aided,Semi-Urban,1379,34,40.56,59,45,0.67,32,5,0.68,0.57,28,119864,0.48,0.53,0.31,0.83,0.93,2023,0.13,Moderately_Balanced
967,INS00968,Government-Aided,Urban,718,144,4.99,35,52,0.75,7,6,0.62,0.27,660,22552,0.8,0.61,0.45,0.53,0.69,2685,0.2,Moderately_Balanced
968,INS00969,Private,Urban,387,106,3.65,92,40,0.81,4,14,0.56,0.62,331,54738,0.85,0.81,0.87,0.79,0.66,4584,0.07,Moderately_Balanced
969,INS00970,Private,Semi-Urban,514,72,7.14,115,53,0.86,32,12,0.89,0.63,843,21438,0.94,0.54,0.47,0.88,0.38,2878,0.16,Moderately_Balanced
970,INS00971,Government-Aided,Rural,2058,108,19.06,36,51,0.58,56,13,0.81,0.9,223,11777,0.66,0.89,0.76,0.62,0.83,4224,0.11,Moderately_Balanced
971,INS00972,Public,Semi-Urban,1820,125,14.56,44,68,0.57,24,1,0.49,0.52,848,101794,0.7,0.84,0.55,0.4,0.45,2605,0.1,Needs_Improvement
972,INS00973,Government-Aided,Rural,2017,25,80.68,37,44,0.73,6,7,0.69,0.65,832,37651,0.89,0.87,0.84,0.48,0.44,3459,0.09,Moderately_Balanced
973,INS00974,Private,Rural,1801,50,36.02,19,44,0.73,46,9,0.81,0.77,519,97846,0.58,0.56,0.63,0.57,0.6,4287,0.09,Needs_Improvement
974,INS00975,Public,Semi-Urban,608,59,10.31,77,39,0.56,6,9,0.7,0.68,928,33321,0.54,0.46,0.68,0.5,0.56,2884,0.1,Needs_Improvement
975,INS00976,Public,Urban,530,88,6.02,107,57,0.74,58,3,0.66,0.36,929,13327,0.52,0.45,0.44,0.56,0.41,3066,0.16,Needs_Improvement
976,INS00977,Private,Semi-Urban,454,32,14.19,73,65,0.62,32,4,0.44,0.37,669,94459,0.94,0.69,0.33,0.7,0.44,4339,0.08,Moderately_Balanced
977,INS00978,Private,Rural,1498,23,65.13,108,46,0.77,40,14,0.46,0.35,164,10142,0.59,0.56,0.75,0.41,0.95,2888,0.32,Needs_Improvement
978,INS00979,Private,Semi-Urban,414,22,18.82,96,65,0.6,32,1,0.53,0.4,420,13729,0.83,0.54,0.34,0.44,0.79,4081,0.2,Moderately_Balanced
979,INS00980,Government-Aided,Semi-Urban,1713,84,20.39,66,51,0.75,28,13,0.67,0.48,946,113705,0.67,0.52,0.73,0.87,0.71,2545,0.2,Moderately_Balanced
980,INS00981,Government-Aided,Rural,610,46,13.26,79,52,0.83,43,4,0.91,0.77,705,78463,0.57,0.7,0.63,0.69,0.53,1806,0.11,Needs_Improvement
981,INS00982,Public,Urban,1292,126,10.25,53,58,0.94,38,14,0.82,0.29,580,89127,0.91,0.69,0.79,0.91,0.61,1502,0.31,Moderately_Balanced
982,INS00983,Private,Semi-Urban,1341,69,19.43,95,51,0.91,56,5,0.46,0.82,774,73101,0.68,0.62,0.42,0.4,0.73,1399,0.3,Needs_Improvement
983,INS00984,Public,Rural,311,36,8.64,17,40,0.7,40,7,0.77,0.43,621,23112,0.73,0.47,0.62,0.4,0.82,3359,0.06,Needs_Improvement
984,INS00985,Public,Rural,1727,51,33.86,56,65,0.69,31,5,0.82,0.68,502,26880,0.56,0.89,0.67,0.81,0.92,1527,0.27,Moderately_Balanced
985,INS00986,Public,Semi-Urban,2313,36,64.25,85,58,0.67,36,8,0.62,0.64,119,33986,0.61,0.63,0.34,0.66,0.42,2868,0.11,Needs_Improvement
986,INS00987,Public,Urban,1029,53,19.42,41,61,0.46,43,7,0.57,0.36,222,85561,0.82,0.47,0.74,0.9,0.46,2586,0.22,Moderately_Balanced
987,INS00988,Private,Semi-Urban,1601,54,29.65,42,43,0.53,28,1,0.7,0.45,227,5707,0.62,0.42,0.53,0.83,0.69,3956,0.31,Needs_Improvement
988,INS00989,Public,Urban,1676,69,24.29,68,47,0.48,21,12,0.67,0.46,624,88160,0.7,0.48,0.38,0.68,0.91,1623,0.33,Moderately_Balanced
989,INS00990,Private,Urban,2336,122,19.15,109,67,0.8,1,2,0.54,0.69,768,107663,0.51,0.56,0.53,0.66,0.62,4831,0.11,Needs_Improvement
990,INS00991,Private,Urban,840,52,16.15,29,66,0.66,49,7,0.61,0.8,805,22959,0.88,0.73,0.36,0.85,0.73,3925,0.33,Moderately_Balanced
991,INS00992,Government-Aided,Urban,376,108,3.48,67,63,0.48,57,3,0.68,0.95,990,57141,0.82,0.91,0.83,0.84,0.53,1526,0.07,Moderately_Balanced
992,INS00993,Private,Semi-Urban,323,148,2.18,86,52,0.8,8,2,0.7,0.32,286,116053,0.83,0.54,0.57,0.55,0.84,1473,0.32,Moderately_Balanced
993,INS00994,Government-Aided,Rural,1338,104,12.87,84,61,0.77,28,11,0.68,0.91,732,109447,0.54,0.82,0.38,0.77,0.71,1736,0.28,Moderately_Balanced
994,INS00995,Private,Rural,975,78,12.5,106,32,0.81,32,12,0.84,0.64,525,63528,0.7,0.88,0.45,0.75,0.58,1778,0.32,Moderately_Balanced
995,INS00996,Private,Rural,471,29,16.24,18,51,0.75,9,14,0.42,0.5,269,115905,0.46,0.61,0.73,0.87,0.68,2312,0.16,Moderately_Balanced
996,INS00997,Private,Rural,2192,76,28.84,108,52,0.53,59,9,0.57,0.45,458,91899,0.61,0.53,0.77,0.88,0.77,1604,0.33,Moderately_Balanced
997,INS00998,Government-Aided,Rural,788,85,9.27,31,33,0.48,27,12,0.79,0.4,627,17418,0.62,0.66,0.32,0.55,0.48,1294,0.3,Needs_Improvement
998,INS00999,Government-Aided,Rural,1785,138,12.93,48,42,0.86,45,10,0.74,0.64,757,76758,0.91,0.88,0.34,0.88,0.55,3101,0.15,Highly_Balanced
999,INS01000,Public,Semi-Urban,1056,131,8.06,20,61,0.56,52,13,0.88,0.91,406,25544,0.95,0.41,0.85,0.91,0.5,4576,0.15,Moderately_Balanced
1000,INS01001,Government-Aided,Urban,454,34,13.35,50,58,0.72,45,8,0.71,0.38,481,5568,0.76,0.66,0.5,0.46,0.93,2649,0.16,Moderately_Balanced
1001,INS01002,Government-Aided,Rural,556,32,17.38,113,69,0.69,38,8,0.73,0.56,515,55594,0.71,0.8,0.42,0.72,0.38,1791,0.23,Moderately_Balanced
1002,INS01003,Government-Aided,Semi-Urban,2079,133,15.63,117,69,0.91,11,3,0.77,0.39,635,102203,0.67,0.72,0.37,0.64,0.38,1507,0.1,Needs_Improvement
1003,INS01004,Government-Aided,Rural,973,137,7.1,53,39,0.73,57,11,0.5,0.37,675,97128,0.46,0.66,0.59,0.62,0.56,1519,0.18,Needs_Improvement
1004,INS01005,Public,Rural,2415,133,18.16,94,42,0.74,21,10,0.79,0.86,156,71482,0.85,0.69,0.76,0.79,0.67,4101,0.07,Moderately_Balanced
1005,INS01006,Government-Aided,Urban,972,53,18.34,80,46,0.61,53,9,0.56,0.43,599,65176,0.79,0.73,0.61,0.47,0.55,2338,0.16,Needs_Improvement
1006,INS01007,Private,Urban,1772,120,14.77,22,67,0.93,5,8,0.62,0.42,192,17236,0.77,0.76,0.31,0.85,0.86,2348,0.25,Highly_Balanced
1007,INS01008,Private,Urban,558,44,12.68,29,31,0.76,44,12,0.41,0.89,21,78779,0.85,0.59,0.59,0.41,0.45,3980,0.23,Needs_Improvement
1008,INS01009,Government-Aided,Rural,606,131,4.63,77,46,0.45,39,2,0.84,0.52,138,18231,0.91,0.67,0.49,0.72,0.57,2939,0.14,Moderately_Balanced
1009,INS01010,Government-Aided,Rural,1418,73,19.42,105,55,0.73,22,7,0.9,0.26,876,16851,0.64,0.54,0.71,0.52,0.64,2853,0.13,Needs_Improvement
1010,INS01011,Private,Rural,545,31,17.58,94,67,0.63,52,8,0.43,0.75,517,53742,0.66,0.92,0.61,0.77,0.47,1629,0.15,Moderately_Balanced
1011,INS01012,Private,Urban,1958,145,13.5,79,66,0.47,57,12,0.73,0.61,139,28577,0.94,0.5,0.88,0.69,0.52,2266,0.07,Moderately_Balanced
1012,INS01013,Public,Semi-Urban,486,50,9.72,73,34,0.67,33,7,0.9,0.79,809,36770,0.78,0.48,0.66,0.95,0.92,2030,0.13,Moderately_Balanced
1013,INS01014,Private,Rural,2097,97,21.62,24,54,0.84,41,9,0.72,0.65,396,37023,0.88,0.54,0.68,0.87,0.66,1584,0.26,Moderately_Balanced
1014,INS01015,Private,Rural,1224,72,17.0,21,38,0.7,37,13,0.81,0.5,984,84351,0.56,0.89,0.61,0.59,0.87,2889,0.1,Moderately_Balanced
1015,INS01016,Government-Aided,Rural,1084,131,8.27,88,57,0.77,15,7,0.46,0.3,964,97496,0.61,0.75,0.49,0.69,0.51,1913,0.09,Needs_Improvement
1016,INS01017,Private,Semi-Urban,1895,62,30.56,90,51,0.77,9,12,0.53,0.86,168,82962,0.65,0.64,0.68,0.57,0.72,4270,0.3,Needs_Improvement
1017,INS01018,Public,Rural,1660,61,27.21,95,58,0.79,46,7,0.58,0.39,861,20957,0.61,0.89,0.5,0.8,0.81,1288,0.12,Moderately_Balanced
1018,INS01019,Private,Semi-Urban,640,143,4.48,26,64,0.64,20,1,0.91,0.93,874,91407,0.89,0.88,0.73,0.63,0.6,4890,0.13,Moderately_Balanced
1019,INS01020,Government-Aided,Rural,862,86,10.02,93,49,0.64,51,2,0.81,0.42,238,103537,0.71,0.61,0.44,0.46,0.72,2867,0.19,Needs_Improvement
1020,INS01021,Government-Aided,Semi-Urban,950,85,11.18,60,34,0.45,9,14,0.86,0.83,202,25911,0.93,0.7,0.52,0.76,0.87,3307,0.19,Highly_Balanced
1021,INS01022,Private,Rural,1493,102,14.64,46,68,0.53,10,5,0.65,0.8,535,83111,0.61,0.88,0.65,0.41,0.43,2522,0.11,Needs_Improvement
1022,INS01023,Government-Aided,Urban,368,113,3.26,46,61,0.93,20,13,0.77,0.57,589,84900,0.47,0.57,0.68,0.56,0.56,1783,0.22,Needs_Improvement
1023,INS01024,Public,Urban,1883,124,15.19,104,68,0.87,24,13,0.78,0.53,217,14321,0.52,0.62,0.7,0.9,0.84,2486,0.26,Moderately_Balanced
1024,INS01025,Public,Urban,2404,50,48.08,92,39,0.59,59,11,0.7,0.74,393,58855,0.56,0.82,0.72,0.45,0.49,3637,0.2,Needs_Improvement
1025,INS01026,Private,Urban,1600,137,11.68,104,69,0.65,33,14,0.86,0.62,462,58880,0.77,0.77,0.49,0.68,0.68,3161,0.32,Moderately_Balanced
1026,INS01027,Private,Rural,1422,47,30.26,75,46,0.92,53,1,0.48,0.69,45,21999,0.54,0.43,0.84,0.84,0.61,1627,0.35,Needs_Improvement
1027,INS01028,Private,Urban,1215,23,52.83,83,66,0.58,30,12,0.43,0.58,477,72460,0.64,0.46,0.32,0.9,0.75,3908,0.21,Moderately_Balanced
1028,INS01029,Government-Aided,Semi-Urban,760,37,20.54,75,44,0.72,26,10,0.56,0.64,132,94264,0.85,0.85,0.41,0.71,0.75,4273,0.34,Moderately_Balanced
1029,INS01030,Public,Urban,1143,66,17.32,116,38,0.46,24,7,0.45,0.38,728,52756,0.51,0.42,0.34,0.48,0.7,4668,0.24,Needs_Improvement
1030,INS01031,Public,Urban,873,28,31.18,60,61,0.76,59,5,0.43,0.29,954,102663,0.49,0.89,0.7,0.92,0.92,2767,0.21,Highly_Balanced
1031,INS01032,Government-Aided,Urban,418,48,8.71,82,52,0.92,41,13,0.62,0.5,248,41696,0.72,0.54,0.46,0.81,0.46,2940,0.31,Needs_Improvement
1032,INS01033,Public,Rural,945,111,8.51,106,40,0.89,31,5,0.5,0.58,379,89265,0.8,0.72,0.42,0.62,0.85,2764,0.34,Moderately_Balanced
1033,INS01034,Private,Urban,1778,83,21.42,69,42,0.7,52,8,0.81,0.88,404,9889,0.91,0.7,0.59,0.55,0.64,3380,0.35,Moderately_Balanced
1034,INS01035,Private,Semi-Urban,2373,130,18.25,15,47,0.77,43,9,0.7,0.54,460,73308,0.78,0.61,0.67,0.43,0.75,1829,0.28,Needs_Improvement
1035,INS01036,Private,Urban,1813,143,12.68,91,38,0.73,10,10,0.59,0.55,117,5918,0.92,0.42,0.67,0.51,0.51,4105,0.2,Needs_Improvement
1036,INS01037,Public,Urban,2331,129,18.07,81,34,0.48,53,1,0.55,0.72,323,53043,0.57,0.5,0.63,0.83,0.41,4780,0.14,Needs_Improvement
1037,INS01038,Private,Urban,1331,137,9.72,63,51,0.53,46,10,0.69,0.39,731,10195,0.62,0.73,0.9,0.46,0.82,2197,0.22,Moderately_Balanced
1038,INS01039,Government-Aided,Semi-Urban,1268,119,10.66,39,61,0.93,25,4,0.63,0.86,40,94638,0.87,0.64,0.82,0.47,0.5,4623,0.28,Needs_Improvement
1039,INS01040,Government-Aided,Urban,2310,50,46.2,30,31,0.58,59,11,0.43,0.55,946,32818,0.86,0.62,0.44,0.51,0.58,4895,0.06,Needs_Improvement
1040,INS01041,Public,Semi-Urban,1839,100,18.39,99,50,0.64,35,2,0.75,0.9,717,119227,0.78,0.45,0.76,0.62,0.38,3713,0.13,Needs_Improvement
1041,INS01042,Government-Aided,Semi-Urban,2496,65,38.4,27,57,0.7,36,14,0.66,0.44,194,42623,0.7,0.58,0.64,0.5,0.74,3776,0.16,Needs_Improvement
1042,INS01043,Government-Aided,Urban,1811,68,26.63,66,53,0.94,55,9,0.54,0.58,298,37378,0.46,0.68,0.34,0.9,0.76,1598,0.28,Moderately_Balanced
1043,INS01044,Public,Semi-Urban,1348,61,22.1,50,53,0.79,59,9,0.55,0.79,990,18113,0.59,0.44,0.33,0.54,0.89,4715,0.23,Needs_Improvement
1044,INS01045,Private,Rural,954,131,7.28,86,43,0.76,32,1,0.64,0.64,227,21088,0.53,0.44,0.78,0.91,0.88,4990,0.18,Moderately_Balanced
1045,INS01046,Private,Urban,2254,46,49.0,58,66,0.71,32,3,0.83,0.71,622,118483,0.48,0.66,0.63,0.94,0.77,3998,0.33,Moderately_Balanced
1046,INS01047,Private,Urban,854,107,7.98,97,56,0.8,41,10,0.62,0.45,794,93163,0.84,0.7,0.64,0.82,0.54,3187,0.21,Moderately_Balanced
1047,INS01048,Public,Semi-Urban,724,140,5.17,61,53,0.78,35,8,0.84,0.48,403,97063,0.52,0.54,0.5,0.4,0.57,1912,0.27,Needs_Improvement
1048,INS01049,Government-Aided,Semi-Urban,592,22,26.91,94,35,0.9,12,2,0.62,0.61,324,54425,0.63,0.57,0.86,0.53,0.58,3163,0.25,Needs_Improvement
1049,INS01050,Private,Urban,1508,79,19.09,90,55,0.72,13,2,0.83,0.39,747,7345,0.94,0.82,0.73,0.55,0.43,3741,0.31,Moderately_Balanced
1050,INS01051,Private,Rural,730,98,7.45,34,44,0.66,57,2,0.88,0.34,784,66651,0.65,0.86,0.86,0.7,0.92,3536,0.29,Moderately_Balanced
1051,INS01052,Public,Semi-Urban,616,51,12.08,32,58,0.85,50,13,0.41,0.84,374,24457,0.52,0.57,0.36,0.49,0.84,2489,0.35,Needs_Improvement
1052,INS01053,Private,Semi-Urban,697,26,26.81,68,65,0.85,36,5,0.43,0.79,50,63299,0.79,0.59,0.65,0.44,0.44,1374,0.16,Needs_Improvement
1053,INS01054,Public,Rural,1647,90,18.3,26,39,0.53,42,14,0.47,0.9,144,113832,0.85,0.84,0.68,0.5,0.92,1562,0.1,Moderately_Balanced
1054,INS01055,Government-Aided,Rural,1888,147,12.84,39,57,0.57,57,9,0.46,0.66,450,107061,0.59,0.92,0.38,0.58,0.86,4912,0.28,Moderately_Balanced
1055,INS01056,Public,Urban,895,77,11.62,74,38,0.93,39,7,0.64,0.54,880,93272,0.85,0.57,0.51,0.43,0.9,3799,0.31,Moderately_Balanced
1056,INS01057,Public,Rural,2423,131,18.5,89,50,0.67,0,13,0.8,0.32,727,10690,0.59,0.82,0.43,0.51,0.52,3108,0.07,Needs_Improvement
1057,INS01058,Public,Urban,2243,67,33.48,100,39,0.71,4,7,0.9,0.85,310,36331,0.8,0.65,0.89,0.49,0.55,1784,0.15,Needs_Improvement
1058,INS01059,Public,Rural,1215,130,9.35,48,33,0.61,29,2,0.62,0.57,478,42560,0.51,0.54,0.63,0.82,0.63,2245,0.29,Needs_Improvement
1059,INS01060,Government-Aided,Semi-Urban,1555,90,17.28,27,33,0.69,52,2,0.76,0.64,53,93509,0.66,0.76,0.49,0.49,0.48,3273,0.26,Needs_Improvement
1060,INS01061,Government-Aided,Urban,1275,94,13.56,52,35,0.82,17,5,0.73,0.47,762,85062,0.71,0.65,0.7,0.84,0.63,2514,0.28,Moderately_Balanced
1061,INS01062,Private,Urban,1375,93,14.78,26,55,0.69,44,12,0.6,0.62,973,40656,0.81,0.54,0.7,0.68,0.36,3792,0.21,Needs_Improvement
1062,INS01063,Government-Aided,Urban,1544,140,11.03,117,69,0.61,36,14,0.77,0.8,546,89638,0.78,0.46,0.51,0.82,0.88,1721,0.16,Moderately_Balanced
1063,INS01064,Government-Aided,Rural,1751,74,23.66,50,45,0.5,55,7,0.71,0.75,865,84526,0.88,0.86,0.9,0.65,0.45,4972,0.29,Moderately_Balanced
1064,INS01065,Private,Semi-Urban,1466,60,24.43,42,37,0.91,57,7,0.8,0.94,360,46556,0.54,0.87,0.79,0.9,0.65,2645,0.22,Moderately_Balanced
1065,INS01066,Government-Aided,Urban,2328,116,20.07,105,57,0.89,38,9,0.5,0.6,858,53149,0.78,0.44,0.54,0.55,0.91,2858,0.2,Moderately_Balanced
1066,INS01067,Public,Urban,662,52,12.73,53,45,0.85,11,3,0.59,0.62,356,64664,0.51,0.75,0.7,0.82,0.84,4162,0.27,Moderately_Balanced
1067,INS01068,Public,Urban,533,53,10.06,91,67,0.8,33,14,0.75,0.29,189,20490,0.69,0.49,0.73,0.49,0.82,1395,0.11,Needs_Improvement
1068,INS01069,Private,Urban,2031,81,25.07,57,30,0.71,44,1,0.46,0.52,165,119463,0.71,0.74,0.4,0.89,0.71,2050,0.23,Moderately_Balanced
1069,INS01070,Private,Semi-Urban,326,38,8.58,118,48,0.9,13,9,0.8,0.9,737,58536,0.46,0.88,0.83,0.42,0.61,4406,0.14,Needs_Improvement
1070,INS01071,Private,Rural,1794,29,61.86,105,46,0.85,37,1,0.47,0.5,569,25745,0.49,0.54,0.8,0.65,0.62,2875,0.06,Needs_Improvement
1071,INS01072,Public,Semi-Urban,392,139,2.82,45,57,0.86,15,8,0.57,0.79,339,107148,0.87,0.58,0.75,0.63,0.4,1802,0.27,Needs_Improvement
1072,INS01073,Government-Aided,Urban,608,142,4.28,16,41,0.6,41,14,0.52,0.93,48,46795,0.59,0.82,0.43,0.74,0.39,4687,0.19,Needs_Improvement
1073,INS01074,Public,Semi-Urban,351,123,2.85,96,35,0.66,58,14,0.43,0.34,393,76922,0.62,0.79,0.38,0.64,0.86,2664,0.32,Moderately_Balanced
1074,INS01075,Private,Urban,618,24,25.75,104,36,0.8,10,5,0.54,0.48,390,108077,0.77,0.62,0.41,0.72,0.6,2820,0.2,Moderately_Balanced
1075,INS01076,Government-Aided,Rural,2292,77,29.77,56,37,0.64,32,8,0.87,0.58,29,14183,0.56,0.85,0.36,0.87,0.38,1509,0.05,Moderately_Balanced
1076,INS01077,Government-Aided,Rural,480,78,6.15,45,32,0.7,14,7,0.41,0.42,804,37357,0.55,0.89,0.86,0.48,0.75,3586,0.17,Moderately_Balanced
1077,INS01078,Public,Rural,1892,147,12.87,75,50,0.77,47,9,0.41,0.26,435,101467,0.66,0.64,0.81,0.53,0.76,1314,0.1,Needs_Improvement
1078,INS01079,Private,Urban,946,105,9.01,116,37,0.67,41,2,0.77,0.58,976,86480,0.48,0.42,0.35,0.84,0.49,4259,0.33,Needs_Improvement
1079,INS01080,Public,Semi-Urban,2261,123,18.38,70,57,0.85,9,9,0.59,0.63,134,108219,0.91,0.67,0.71,0.53,0.6,2596,0.18,Moderately_Balanced
1080,INS01081,Government-Aided,Rural,1583,148,10.7,100,59,0.51,2,10,0.52,0.69,103,52111,0.92,0.79,0.45,0.9,0.69,4790,0.2,Highly_Balanced
1081,INS01082,Public,Urban,2324,57,40.77,114,61,0.81,10,5,0.66,0.83,612,108863,0.67,0.52,0.31,0.7,0.71,2557,0.16,Needs_Improvement
1082,INS01083,Public,Urban,635,126,5.04,97,40,0.52,10,5,0.54,0.43,961,104937,0.55,0.45,0.48,0.45,0.66,4984,0.21,Needs_Improvement
1083,INS01084,Private,Semi-Urban,1876,128,14.66,28,49,0.92,15,1,0.6,0.29,602,66213,0.69,0.55,0.56,0.41,0.57,2260,0.07,Needs_Improvement
1084,INS01085,Private,Rural,1825,72,25.35,28,45,0.61,37,6,0.77,0.31,902,75217,0.5,0.41,0.31,0.82,0.39,2529,0.19,Needs_Improvement
1085,INS01086,Government-Aided,Urban,1289,71,18.15,43,54,0.85,29,10,0.46,0.6,75,95189,0.65,0.78,0.49,0.87,0.36,3628,0.25,Moderately_Balanced
1086,INS01087,Public,Semi-Urban,1578,20,78.9,95,38,0.71,40,10,0.9,0.9,848,100099,0.49,0.48,0.72,0.53,0.63,2104,0.16,Needs_Improvement
1087,INS01088,Public,Rural,813,30,27.1,64,68,0.5,0,10,0.42,0.94,890,119167,0.8,0.78,0.44,0.53,0.47,2612,0.17,Needs_Improvement
1088,INS01089,Public,Semi-Urban,2329,77,30.25,64,69,0.74,59,10,0.82,0.39,319,73282,0.59,0.52,0.59,0.92,0.91,4325,0.3,Moderately_Balanced
1089,INS01090,Government-Aided,Semi-Urban,541,147,3.68,77,69,0.91,37,3,0.78,0.36,241,70207,0.71,0.93,0.83,0.76,0.73,1759,0.21,Moderately_Balanced
1090,INS01091,Government-Aided,Urban,2496,63,39.62,115,32,0.53,49,13,0.55,0.5,953,73821,0.46,0.68,0.32,0.49,0.7,1464,0.23,Needs_Improvement
1091,INS01092,Private,Urban,2033,25,81.32,87,45,0.61,56,10,0.46,0.57,635,73786,0.71,0.42,0.77,0.65,0.59,3939,0.14,Needs_Improvement
1092,INS01093,Private,Urban,967,27,35.81,79,41,0.67,44,3,0.84,0.82,252,52099,0.45,0.81,0.53,0.9,0.55,1434,0.19,Moderately_Balanced
1093,INS01094,Private,Semi-Urban,893,24,37.21,82,44,0.59,33,3,0.75,0.79,197,111301,0.91,0.62,0.62,0.74,0.46,3277,0.07,Moderately_Balanced
1094,INS01095,Public,Urban,2478,125,19.82,85,33,0.92,59,13,0.55,0.9,93,94116,0.7,0.72,0.44,0.62,0.39,1533,0.18,Needs_Improvement
1095,INS01096,Public,Semi-Urban,555,131,4.24,25,52,0.64,18,4,0.41,0.85,307,7652,0.5,0.9,0.65,0.48,0.73,4459,0.29,Moderately_Balanced
1096,INS01097,Private,Semi-Urban,1802,36,50.06,28,56,0.78,59,9,0.89,0.56,908,68549,0.62,0.67,0.74,0.8,0.82,2482,0.1,Moderately_Balanced
1097,INS01098,Public,Urban,860,28,30.71,97,68,0.56,33,13,0.61,0.26,365,51214,0.47,0.83,0.42,0.55,0.86,2915,0.28,Moderately_Balanced
1098,INS01099,Private,Rural,2410,97,24.85,118,66,0.56,58,8,0.49,0.42,72,11571,0.72,0.56,0.51,0.71,0.78,3399,0.16,Moderately_Balanced
1099,INS01100,Government-Aided,Rural,1634,33,49.52,17,42,0.54,35,12,0.87,0.68,451,20493,0.51,0.78,0.64,0.73,0.89,2891,0.06,Moderately_Balanced
