Institution_ID,Institution_Type,Region,Total_Students,Total_Teachers,Student_Teacher_Ratio,Total_Classrooms,Avg_Classroom_Capacity,Classroom_Utilization_Rate,Smart_Classrooms,Computer_Labs,Lab_Utilization_Rate,Digital_Learning_Tools,Internet_Bandwidth_Mbps,Library_Resources,Learning_Outcome_Index,Student_Engagement_Index,Teacher_Workload_Index,Infrastructure_Quality_Index,Resource_Utilization_Index,Operational_Cost_Per_Student,Resource_Wastage_Index,Resource_Allocation_Status
INS02530,Public,Urban,643,61,10.54,59,36,0.88,44,8,0.68,0.91,842,90029,0.52,0.67,0.9,0.52,0.69,4833,0.23,Needs_Improvement
INS02531,Government-Aided,Urban,493,85,5.8,27,64,0.61,48,6,0.78,0.56,990,117398,0.5,0.73,0.56,0.64,0.76,4677,0.09,Moderately_Balanced
INS02532,Private,Semi-Urban,457,61,7.49,69,52,0.72,59,8,0.66,0.65,652,25588,0.66,0.76,0.71,0.79,0.36,2367,0.19,Needs_Improvement
INS02533,Government-Aided,Urban,764,57,13.4,46,37,0.75,21,13,0.61,0.59,241,7477,0.87,0.64,0.47,0.71,0.36,1447,0.1,Needs_Improvement
INS02534,Private,Urban,2451,125,19.61,36,50,0.69,56,2,0.42,0.89,610,31020,0.72,0.5,0.67,0.44,0.46,2560,0.31,Needs_Improvement
INS02535,Government-Aided,Semi-Urban,2381,115,20.7,103,62,0.91,8,7,0.41,0.72,416,93409,0.68,0.88,0.42,0.81,0.78,4938,0.26,Moderately_Balanced
INS02536,Private,Urban,2049,89,23.02,105,30,0.82,38,12,0.9,0.54,118,87300,0.61,0.79,0.66,0.86,0.49,2368,0.06,Moderately_Balanced
INS02537,Private,Rural,891,57,15.63,69,41,0.79,22,8,0.73,0.67,502,113023,0.53,0.7,0.82,0.51,0.9,4864,0.05,Moderately_Balanced
INS02538,Private,Rural,2488,116,21.45,31,40,0.71,19,4,0.83,0.36,423,51651,0.95,0.64,0.31,0.44,0.4,2353,0.35,Needs_Improvement
INS02539,Private,Urban,1354,127,10.66,84,59,0.49,54,14,0.65,0.49,254,40389,0.46,0.66,0.6,0.84,0.7,2342,0.06,Moderately_Balanced
INS02540,Public,Semi-Urban,1183,138,8.57,65,33,0.5,41,9,0.54,0.77,205,41349,0.61,0.84,0.89,0.75,0.37,2643,0.31,Needs_Improvement
INS02541,Private,Rural,362,93,3.89,94,63,0.6,20,11,0.55,0.64,298,10662,0.83,0.41,0.4,0.84,0.93,4550,0.34,Moderately_Balanced
INS02542,Public,Semi-Urban,1410,76,18.55,22,52,0.56,26,6,0.42,0.47,712,24485,0.71,0.86,0.41,0.71,0.48,1547,0.14,Moderately_Balanced
INS02543,Public,Rural,603,129,4.67,75,61,0.93,57,12,0.81,0.5,824,97934,0.61,0.42,0.58,0.64,0.7,4745,0.21,Needs_Improvement
INS02544,Private,Urban,1384,98,14.12,111,32,0.65,4,3,0.7,0.82,807,72741,0.95,0.73,0.82,0.93,0.92,1306,0.24,Highly_Balanced
INS02545,Public,Semi-Urban,695,55,12.64,24,57,0.89,16,13,0.65,0.63,395,114728,0.76,0.58,0.64,0.83,0.37,4188,0.21,Needs_Improvement
INS02546,Government-Aided,Semi-Urban,633,76,8.33,112,33,0.86,33,4,0.84,0.42,422,41207,0.6,0.76,0.61,0.63,0.66,3810,0.11,Moderately_Balanced
INS02547,Private,Semi-Urban,710,148,4.8,33,41,0.86,8,12,0.63,0.46,255,6382,0.87,0.45,0.35,0.9,0.67,3579,0.22,Moderately_Balanced
INS02548,Public,Rural,765,22,34.77,28,53,0.56,33,4,0.89,0.58,677,30198,0.53,0.69,0.88,0.95,0.56,4608,0.13,Moderately_Balanced
INS02549,Private,Rural,379,33,11.48,81,62,0.67,9,1,0.41,0.78,87,83373,0.68,0.85,0.51,0.57,0.74,3160,0.1,Moderately_Balanced
INS02550,Private,Rural,1400,53,26.42,69,32,0.61,58,14,0.91,0.95,976,43290,0.87,0.66,0.45,0.89,0.68,3723,0.2,Moderately_Balanced
INS02551,Private,Urban,2277,89,25.58,75,33,0.94,43,13,0.82,0.38,987,110096,0.94,0.44,0.55,0.42,0.5,2618,0.16,Needs_Improvement
INS02552,Public,Rural,1032,88,11.73,70,59,0.89,1,10,0.58,0.78,833,62173,0.64,0.42,0.55,0.52,0.77,4245,0.06,Needs_Improvement
INS02553,Government-Aided,Urban,2117,123,17.21,77,35,0.57,46,1,0.71,0.68,195,68391,0.52,0.73,0.58,0.49,0.63,3740,0.33,Needs_Improvement
INS02554,Government-Aided,Semi-Urban,1863,48,38.81,119,59,0.61,24,1,0.85,0.62,551,69157,0.73,0.44,0.71,0.6,0.63,2106,0.06,Needs_Improvement
INS02555,Public,Semi-Urban,1684,67,25.13,101,37,0.71,2,4,0.65,0.93,603,70669,0.92,0.44,0.82,0.71,0.92,3198,0.32,Moderately_Balanced
INS02556,Private,Urban,2424,113,21.45,118,47,0.59,33,1,0.43,0.48,472,75332,0.78,0.63,0.33,0.8,0.67,2633,0.11,Moderately_Balanced
INS02557,Public,Rural,1487,98,15.17,25,45,0.86,6,14,0.87,0.37,636,115544,0.75,0.51,0.59,0.9,0.82,4684,0.09,Moderately_Balanced
INS02558,Public,Urban,1498,136,11.01,61,35,0.86,27,6,0.67,0.86,949,10796,0.6,0.51,0.55,0.49,0.87,1609,0.07,Needs_Improvement
INS02559,Public,Semi-Urban,1911,86,22.22,20,53,0.81,8,14,0.68,0.3,891,32214,0.75,0.65,0.31,0.72,0.7,4550,0.18,Moderately_Balanced
INS02560,Private,Semi-Urban,421,94,4.48,48,57,0.79,10,2,0.41,0.82,538,112771,0.89,0.55,0.79,0.71,0.82,3123,0.23,Moderately_Balanced
INS02561,Public,Urban,484,47,10.3,79,61,0.72,28,1,0.45,0.66,837,17493,0.64,0.52,0.36,0.65,0.54,1571,0.32,Needs_Improvement
INS02562,Private,Rural,331,140,2.36,113,54,0.62,53,7,0.8,0.36,72,46467,0.57,0.67,0.37,0.78,0.46,1913,0.29,Needs_Improvement
INS02563,Public,Rural,1297,28,46.32,103,57,0.87,59,6,0.63,0.41,348,71065,0.69,0.55,0.33,0.68,0.77,2732,0.1,Moderately_Balanced
INS02564,Government-Aided,Urban,2286,142,16.1,78,50,0.88,15,1,0.92,0.36,286,40006,0.64,0.44,0.42,0.7,0.91,1433,0.1,Moderately_Balanced
INS02565,Public,Urban,868,68,12.76,107,37,0.47,38,12,0.76,0.75,735,92996,0.68,0.76,0.41,0.9,0.38,1644,0.05,Moderately_Balanced
INS02566,Public,Rural,1695,110,15.41,101,65,0.65,28,13,0.89,0.35,411,32832,0.5,0.71,0.51,0.87,0.81,2455,0.26,Moderately_Balanced
INS02567,Government-Aided,Semi-Urban,1979,144,13.74,96,38,0.46,12,14,0.55,0.73,51,70941,0.62,0.51,0.7,0.72,0.37,1232,0.06,Needs_Improvement
INS02568,Private,Urban,1129,95,11.88,92,69,0.87,34,10,0.49,0.34,210,9183,0.86,0.71,0.33,0.49,0.63,1834,0.09,Moderately_Balanced
INS02569,Private,Rural,1919,123,15.6,95,50,0.54,10,12,0.6,0.81,714,42470,0.65,0.91,0.82,0.93,0.76,2662,0.24,Highly_Balanced
INS02570,Public,Rural,1379,52,26.52,80,30,0.79,34,9,0.54,0.89,206,10552,0.93,0.91,0.5,0.74,0.59,4979,0.1,Moderately_Balanced
INS02571,Government-Aided,Semi-Urban,1090,72,15.14,45,33,0.63,46,6,0.72,0.64,850,74905,0.8,0.68,0.66,0.84,0.53,2963,0.1,Moderately_Balanced
INS02572,Private,Semi-Urban,1293,59,21.92,97,39,0.86,7,2,0.79,0.93,420,102249,0.63,0.45,0.31,0.43,0.46,4279,0.12,Needs_Improvement
INS02573,Public,Semi-Urban,377,37,10.19,110,55,0.7,6,7,0.61,0.52,173,13252,0.58,0.64,0.52,0.89,0.94,1669,0.17,Moderately_Balanced
INS02574,Government-Aided,Semi-Urban,407,32,12.72,76,69,0.61,4,3,0.45,0.42,70,111577,0.79,0.41,0.3,0.78,0.69,1988,0.05,Moderately_Balanced
INS02575,Private,Semi-Urban,1596,93,17.16,68,32,0.61,5,14,0.41,0.37,308,18389,0.6,0.62,0.4,0.78,0.43,2573,0.27,Needs_Improvement
INS02576,Private,Urban,2362,115,20.54,106,38,0.61,56,7,0.51,0.59,557,107083,0.91,0.88,0.57,0.46,0.38,1320,0.28,Moderately_Balanced
INS02577,Government-Aided,Rural,669,124,5.4,119,61,0.84,50,14,0.78,0.34,297,103182,0.51,0.65,0.62,0.79,0.5,3435,0.16,Needs_Improvement
INS02578,Government-Aided,Urban,2304,86,26.79,22,32,0.81,59,9,0.52,0.86,470,107278,0.46,0.69,0.39,0.44,0.67,3085,0.29,Needs_Improvement
INS02579,Government-Aided,Urban,2003,52,38.52,56,33,0.61,34,5,0.87,0.8,882,26824,0.56,0.48,0.75,0.43,0.8,3903,0.14,Needs_Improvement
INS02580,Government-Aided,Urban,740,21,35.24,55,35,0.7,29,1,0.74,0.64,353,20219,0.75,0.41,0.41,0.58,0.94,1885,0.35,Moderately_Balanced
INS02581,Public,Urban,526,94,5.6,73,38,0.49,10,5,0.85,0.76,229,99743,0.87,0.93,0.37,0.41,0.85,2801,0.17,Moderately_Balanced
INS02582,Government-Aided,Urban,922,93,9.91,54,55,0.86,37,8,0.6,0.28,784,15911,0.54,0.58,0.5,0.49,0.72,3270,0.25,Needs_Improvement
INS02583,Private,Semi-Urban,1324,45,29.42,117,31,0.58,26,8,0.91,0.39,530,100497,0.74,0.55,0.63,0.8,0.75,1391,0.15,Moderately_Balanced
INS02584,Private,Semi-Urban,1876,147,12.76,36,31,0.89,55,3,0.75,0.68,525,8110,0.52,0.7,0.89,0.86,0.66,2189,0.19,Moderately_Balanced
INS02585,Public,Rural,1943,46,42.24,38,50,0.75,20,4,0.59,0.58,501,84428,0.73,0.8,0.55,0.5,0.61,3055,0.24,Moderately_Balanced
INS02586,Private,Urban,1484,148,10.03,52,51,0.73,13,12,0.51,0.67,379,57486,0.46,0.53,0.56,0.85,0.82,2635,0.15,Moderately_Balanced
INS02587,Private,Rural,460,40,11.5,16,32,0.53,48,8,0.85,0.31,722,6021,0.73,0.68,0.34,0.66,0.46,4916,0.25,Needs_Improvement
INS02588,Government-Aided,Semi-Urban,1170,98,11.94,55,64,0.48,34,8,0.57,0.71,164,48403,0.71,0.58,0.76,0.93,0.55,3666,0.09,Moderately_Balanced
INS02589,Private,Semi-Urban,2045,113,18.1,119,67,0.73,28,7,0.42,0.81,572,82078,0.47,0.65,0.41,0.48,0.94,1336,0.2,Needs_Improvement
INS02590,Public,Semi-Urban,1474,27,54.59,33,62,0.68,23,6,0.54,0.63,95,106310,0.79,0.49,0.75,0.43,0.69,2981,0.13,Needs_Improvement
INS02591,Government-Aided,Urban,743,102,7.28,119,44,0.51,35,4,0.49,0.5,826,66968,0.74,0.67,0.85,0.86,0.65,1749,0.33,Moderately_Balanced
INS02592,Government-Aided,Urban,2090,22,95.0,16,40,0.87,40,10,0.57,0.37,692,44245,0.76,0.43,0.76,0.6,0.86,2973,0.3,Moderately_Balanced
INS02593,Public,Semi-Urban,1794,74,24.24,106,39,0.66,44,13,0.72,0.44,307,6215,0.71,0.85,0.69,0.65,0.81,1282,0.2,Moderately_Balanced
INS02594,Government-Aided,Rural,762,55,13.85,110,65,0.58,31,9,0.66,0.62,168,17629,0.81,0.73,0.66,0.68,0.55,2904,0.19,Moderately_Balanced
INS02595,Government-Aided,Rural,772,25,30.88,76,43,0.84,5,2,0.77,0.43,456,87971,0.71,0.9,0.57,0.85,0.73,3563,0.3,Moderately_Balanced
INS02596,Public,Semi-Urban,379,140,2.71,97,31,0.91,9,2,0.57,0.79,723,41153,0.91,0.72,0.39,0.44,0.46,3510,0.26,Needs_Improvement
INS02597,Government-Aided,Rural,1362,61,22.33,30,66,0.6,19,1,0.46,0.34,353,102494,0.92,0.5,0.77,0.7,0.38,4461,0.25,Needs_Improvement
INS02598,Public,Semi-Urban,539,69,7.81,108,58,0.84,19,11,0.48,0.61,85,27545,0.81,0.66,0.59,0.64,0.94,4388,0.21,Moderately_Balanced
INS02599,Public,Rural,856,131,6.53,36,64,0.78,25,12,0.81,0.6,196,73717,0.91,0.75,0.68,0.59,0.79,3785,0.31,Moderately_Balanced
INS02600,Private,Semi-Urban,889,69,12.88,28,49,0.94,20,3,0.45,0.35,346,75264,0.91,0.6,0.52,0.59,0.91,3325,0.11,Moderately_Balanced
INS02601,Private,Rural,1660,49,33.88,70,50,0.55,44,3,0.82,0.95,994,19828,0.58,0.69,0.42,0.91,0.85,1679,0.31,Moderately_Balanced
INS02602,Government-Aided,Urban,2184,58,37.66,79,63,0.93,22,4,0.51,0.83,562,28339,0.95,0.49,0.78,0.55,0.61,3405,0.21,Needs_Improvement
INS02603,Government-Aided,Semi-Urban,2275,135,16.85,59,62,0.61,45,3,0.75,0.52,879,82375,0.58,0.81,0.51,0.65,0.87,1785,0.24,Moderately_Balanced
INS02604,Public,Semi-Urban,1603,78,20.55,68,48,0.66,11,10,0.72,0.73,956,104842,0.46,0.88,0.82,0.67,0.82,3761,0.34,Moderately_Balanced
INS02605,Government-Aided,Rural,1439,95,15.15,80,37,0.63,54,6,0.45,0.75,987,44181,0.93,0.57,0.88,0.8,0.5,2036,0.18,Moderately_Balanced
INS02606,Public,Semi-Urban,2239,67,33.42,100,60,0.58,12,9,0.75,0.71,218,51054,0.56,0.82,0.8,0.69,0.72,3189,0.25,Moderately_Balanced
INS02607,Public,Semi-Urban,634,100,6.34,60,40,0.8,9,8,0.63,0.55,439,109582,0.74,0.45,0.38,0.74,0.53,4266,0.21,Needs_Improvement
INS02608,Government-Aided,Semi-Urban,611,68,8.99,47,37,0.74,6,6,0.77,0.87,93,48519,0.94,0.53,0.81,0.62,0.49,3531,0.33,Needs_Improvement
INS02609,Public,Urban,1376,86,16.0,93,54,0.6,36,8,0.83,0.79,442,40216,0.47,0.64,0.61,0.8,0.4,4812,0.2,Needs_Improvement
INS02610,Private,Urban,333,96,3.47,64,49,0.52,11,8,0.42,0.63,130,104822,0.58,0.6,0.44,0.66,0.68,3149,0.13,Needs_Improvement
INS02611,Government-Aided,Rural,2141,40,53.52,119,67,0.61,24,10,0.74,0.25,913,75738,0.75,0.73,0.36,0.52,0.59,1243,0.19,Needs_Improvement
INS02612,Private,Urban,685,124,5.52,36,36,0.64,1,6,0.45,0.41,113,55894,0.83,0.7,0.47,0.85,0.4,1703,0.33,Moderately_Balanced
INS02613,Government-Aided,Rural,548,91,6.02,54,42,0.64,39,2,0.6,0.61,896,96814,0.85,0.45,0.38,0.82,0.78,2459,0.2,Moderately_Balanced
INS02614,Public,Urban,1434,35,40.97,53,68,0.63,25,5,0.41,0.88,379,99852,0.89,0.47,0.32,0.75,0.78,2062,0.09,Moderately_Balanced
INS02615,Government-Aided,Rural,1733,47,36.87,119,39,0.47,39,4,0.57,0.69,188,91094,0.53,0.43,0.89,0.69,0.49,1294,0.21,Needs_Improvement
INS02616,Private,Urban,1502,99,15.17,55,37,0.68,50,12,0.49,0.54,316,6331,0.64,0.9,0.8,0.51,0.92,2258,0.17,Moderately_Balanced
INS02617,Public,Urban,1093,76,14.38,89,49,0.87,4,6,0.69,0.28,280,114164,0.81,0.74,0.74,0.88,0.82,3145,0.24,Highly_Balanced
INS02618,Government-Aided,Rural,1151,129,8.92,82,46,0.54,7,2,0.67,0.67,744,14241,0.81,0.85,0.42,0.45,0.83,3111,0.12,Moderately_Balanced
INS02619,Government-Aided,Semi-Urban,675,71,9.51,21,40,0.52,41,4,0.81,0.5,793,105518,0.6,0.69,0.32,0.61,0.35,3832,0.15,Needs_Improvement
INS02620,Government-Aided,Semi-Urban,1023,103,9.93,99,45,0.69,44,13,0.73,0.63,337,112180,0.6,0.5,0.59,0.87,0.94,2916,0.2,Moderately_Balanced
INS02621,Private,Urban,1910,67,28.51,85,66,0.64,8,8,0.77,0.79,291,98004,0.61,0.73,0.75,0.73,0.94,4767,0.09,Moderately_Balanced
INS02622,Private,Rural,2213,146,15.16,18,61,0.73,38,14,0.45,0.81,227,21844,0.9,0.67,0.88,0.64,0.65,4452,0.11,Moderately_Balanced
INS02623,Government-Aided,Semi-Urban,501,117,4.28,90,55,0.92,19,1,0.41,0.85,363,53278,0.9,0.62,0.81,0.84,0.94,2230,0.29,Highly_Balanced
INS02624,Public,Rural,2242,137,16.36,105,66,0.83,51,3,0.9,0.7,897,47023,0.46,0.6,0.84,0.94,0.72,1980,0.33,Moderately_Balanced
INS02625,Public,Semi-Urban,1631,112,14.56,73,38,0.79,50,4,0.62,0.88,422,116391,0.61,0.74,0.44,0.5,0.43,4867,0.34,Needs_Improvement
INS02626,Private,Rural,792,86,9.21,95,64,0.66,10,2,0.61,0.73,102,74476,0.65,0.73,0.39,0.43,0.84,2978,0.33,Moderately_Balanced
INS02627,Public,Urban,637,93,6.85,98,32,0.59,39,12,0.42,0.8,259,67211,0.94,0.48,0.45,0.65,0.68,4972,0.33,Moderately_Balanced
INS02628,Private,Rural,2268,103,22.02,109,60,0.72,21,2,0.46,0.73,654,74200,0.92,0.83,0.38,0.56,0.56,4747,0.3,Moderately_Balanced
INS02629,Government-Aided,Semi-Urban,2165,29,74.66,40,36,0.89,15,6,0.89,0.86,696,84187,0.76,0.74,0.78,0.77,0.49,3102,0.27,Moderately_Balanced
INS02630,Private,Urban,1091,137,7.96,45,31,0.89,41,6,0.76,0.41,595,89141,0.47,0.68,0.84,0.67,0.66,2957,0.12,Needs_Improvement
INS02631,Private,Rural,1816,116,15.66,113,54,0.67,37,3,0.61,0.78,462,93617,0.55,0.8,0.48,0.67,0.77,2722,0.18,Moderately_Balanced
INS02632,Government-Aided,Semi-Urban,2322,25,92.88,87,69,0.57,41,8,0.87,0.33,628,57320,0.67,0.48,0.83,0.6,0.88,2776,0.17,Moderately_Balanced
INS02633,Public,Urban,1241,37,33.54,83,41,0.56,9,12,0.71,0.31,88,13358,0.93,0.89,0.33,0.52,0.71,1418,0.27,Moderately_Balanced
INS02634,Private,Rural,2422,91,26.62,66,59,0.47,24,3,0.79,0.59,732,76877,0.5,0.54,0.71,0.52,0.6,2729,0.19,Needs_Improvement
INS02635,Private,Semi-Urban,358,108,3.31,86,59,0.87,58,2,0.62,0.46,488,61934,0.85,0.54,0.62,0.61,0.73,4493,0.16,Moderately_Balanced
INS02636,Government-Aided,Rural,2362,61,38.72,35,58,0.58,18,5,0.62,0.64,666,77119,0.55,0.83,0.47,0.78,0.65,1880,0.29,Moderately_Balanced
INS02637,Public,Rural,1554,23,67.57,30,40,0.63,3,13,0.44,0.72,829,103862,0.7,0.58,0.76,0.59,0.74,4423,0.27,Moderately_Balanced
INS02638,Private,Urban,1677,39,43.0,65,52,0.85,18,7,0.78,0.41,940,57901,0.83,0.84,0.43,0.58,0.72,3533,0.16,Moderately_Balanced
INS02639,Government-Aided,Urban,334,47,7.11,30,46,0.51,2,1,0.45,0.74,843,22937,0.8,0.57,0.55,0.63,0.94,1584,0.18,Moderately_Balanced
INS02640,Private,Semi-Urban,461,123,3.75,32,42,0.68,16,2,0.8,0.95,962,107913,0.84,0.69,0.73,0.94,0.72,3527,0.32,Moderately_Balanced
INS02641,Government-Aided,Urban,1194,63,18.95,61,62,0.51,13,2,0.5,0.78,360,29168,0.86,0.52,0.5,0.45,0.76,1987,0.27,Needs_Improvement
INS02642,Public,Semi-Urban,770,42,18.33,70,30,0.67,9,8,0.53,0.37,895,43069,0.6,0.79,0.81,0.56,0.89,4197,0.26,Moderately_Balanced
INS02643,Public,Rural,1746,66,26.45,42,69,0.47,5,10,0.88,0.69,480,103000,0.63,0.49,0.82,0.56,0.9,4919,0.26,Needs_Improvement
INS02644,Public,Rural,647,32,20.22,96,42,0.71,30,6,0.65,0.26,453,118495,0.86,0.88,0.42,0.94,0.43,1408,0.08,Moderately_Balanced
INS02645,Public,Semi-Urban,993,114,8.71,92,67,0.85,30,14,0.47,0.58,360,7461,0.47,0.6,0.56,0.62,0.62,1294,0.22,Needs_Improvement
INS02646,Private,Rural,1234,35,35.26,70,32,0.79,47,13,0.87,0.62,477,40306,0.71,0.65,0.56,0.71,0.92,4979,0.14,Moderately_Balanced
INS02647,Private,Urban,1212,138,8.78,51,45,0.7,8,13,0.64,0.93,491,106894,0.91,0.41,0.55,0.51,0.93,2065,0.08,Moderately_Balanced
INS02648,Public,Rural,446,136,3.28,118,36,0.86,52,13,0.47,0.77,110,53846,0.89,0.92,0.6,0.41,0.46,3792,0.27,Moderately_Balanced
INS02649,Public,Urban,2011,29,69.34,30,32,0.56,11,4,0.6,0.74,308,18880,0.85,0.83,0.34,0.59,0.62,3980,0.14,Moderately_Balanced
INS02650,Public,Semi-Urban,974,141,6.91,99,43,0.87,43,4,0.71,0.62,813,97701,0.46,0.64,0.82,0.75,0.52,1315,0.14,Needs_Improvement
INS02651,Private,Semi-Urban,1739,57,30.51,79,45,0.59,59,5,0.59,0.61,292,81026,0.89,0.89,0.47,0.78,0.82,4331,0.24,Highly_Balanced
INS02652,Public,Rural,1817,63,28.84,74,33,0.63,45,3,0.88,0.94,552,39524,0.91,0.89,0.3,0.81,0.86,4354,0.25,Highly_Balanced
INS02653,Public,Rural,1579,114,13.85,75,60,0.51,25,12,0.54,0.26,533,44664,0.78,0.68,0.71,0.87,0.63,2557,0.19,Moderately_Balanced
INS02654,Public,Urban,985,93,10.59,25,42,0.5,1,14,0.49,0.46,610,24115,0.6,0.52,0.69,0.46,0.76,4104,0.22,Needs_Improvement
INS02655,Government-Aided,Urban,1426,132,10.8,89,56,0.92,41,4,0.51,0.34,575,111476,0.69,0.66,0.89,0.45,0.87,2608,0.3,Moderately_Balanced
INS02656,Public,Rural,420,70,6.0,80,30,0.54,3,12,0.44,0.47,725,66684,0.83,0.57,0.73,0.83,0.78,4138,0.08,Moderately_Balanced
INS02657,Government-Aided,Rural,341,71,4.8,46,54,0.62,31,4,0.64,0.57,602,95599,0.86,0.64,0.5,0.64,0.44,2117,0.07,Needs_Improvement
INS02658,Government-Aided,Semi-Urban,328,111,2.95,33,66,0.71,27,7,0.86,0.49,567,100974,0.62,0.88,0.87,0.92,0.78,2973,0.25,Highly_Balanced
INS02659,Public,Semi-Urban,1265,78,16.22,70,40,0.62,5,7,0.56,0.92,577,39716,0.61,0.55,0.52,0.92,0.45,2099,0.23,Needs_Improvement
INS02660,Government-Aided,Semi-Urban,2215,32,69.22,19,38,0.89,29,1,0.53,0.73,965,53985,0.82,0.84,0.79,0.48,0.74,1810,0.11,Moderately_Balanced
INS02661,Public,Rural,2300,31,74.19,17,36,0.9,54,12,0.84,0.76,766,50091,0.79,0.9,0.5,0.78,0.55,3937,0.21,Moderately_Balanced
INS02662,Private,Rural,2361,69,34.22,42,43,0.61,27,3,0.56,0.77,243,32746,0.71,0.83,0.33,0.44,0.38,4515,0.27,Needs_Improvement
INS02663,Private,Rural,1219,76,16.04,104,59,0.5,12,9,0.65,0.88,598,70904,0.66,0.68,0.74,0.62,0.49,4390,0.27,Needs_Improvement
INS02664,Private,Semi-Urban,1117,138,8.09,101,53,0.56,54,6,0.42,0.79,790,33591,0.78,0.7,0.51,0.86,0.63,4374,0.23,Moderately_Balanced
INS02665,Private,Rural,1808,76,23.79,108,32,0.69,45,6,0.55,0.26,517,86810,0.47,0.83,0.5,0.65,0.95,2960,0.09,Moderately_Balanced
INS02666,Government-Aided,Urban,1512,27,56.0,86,68,0.59,35,4,0.47,0.43,650,38726,0.49,0.42,0.73,0.42,0.5,3519,0.14,Needs_Improvement
INS02667,Public,Rural,1171,125,9.37,114,56,0.68,9,10,0.46,0.94,948,95369,0.74,0.79,0.49,0.53,0.94,2665,0.17,Moderately_Balanced
INS02668,Public,Rural,594,139,4.27,43,30,0.83,9,9,0.62,0.71,576,66940,0.56,0.68,0.37,0.45,0.57,2460,0.29,Needs_Improvement
INS02669,Public,Rural,1163,82,14.18,91,67,0.66,4,14,0.54,0.3,44,116245,0.84,0.61,0.54,0.62,0.93,1746,0.21,Moderately_Balanced
INS02670,Private,Rural,1337,91,14.69,73,55,0.55,28,12,0.49,0.58,696,93783,0.84,0.81,0.79,0.78,0.92,4987,0.27,Highly_Balanced
INS02671,Private,Rural,894,32,27.94,39,35,0.63,35,3,0.67,0.94,183,96747,0.8,0.54,0.38,0.76,0.44,3603,0.33,Needs_Improvement
INS02672,Public,Urban,1482,71,20.87,36,41,0.82,11,8,0.81,0.94,310,45039,0.9,0.87,0.63,0.8,0.85,3618,0.24,Highly_Balanced
INS02673,Private,Urban,1817,81,22.43,111,67,0.66,57,13,0.78,0.55,806,107639,0.52,0.76,0.38,0.61,0.66,1501,0.12,Needs_Improvement
INS02674,Public,Rural,1652,138,11.97,115,64,0.57,21,6,0.53,0.88,64,72951,0.58,0.72,0.33,0.55,0.76,4197,0.09,Moderately_Balanced
INS02675,Public,Semi-Urban,913,128,7.13,85,39,0.66,58,12,0.54,0.66,387,66168,0.58,0.68,0.53,0.43,0.82,2294,0.05,Needs_Improvement
INS02676,Public,Rural,2172,27,80.44,37,38,0.68,45,2,0.78,0.61,230,45226,0.84,0.51,0.69,0.92,0.42,3891,0.1,Moderately_Balanced
INS02677,Public,Rural,1903,114,16.69,84,52,0.6,38,3,0.69,0.54,756,69469,0.71,0.73,0.46,0.47,0.83,2299,0.13,Moderately_Balanced
INS02678,Public,Rural,1883,144,13.08,93,59,0.95,1,14,0.79,0.87,165,52252,0.58,0.78,0.57,0.5,0.53,4445,0.13,Needs_Improvement
INS02679,Public,Semi-Urban,1892,72,26.28,93,51,0.83,13,1,0.4,0.68,942,34403,0.52,0.41,0.59,0.41,0.79,2037,0.25,Needs_Improvement
INS02680,Public,Semi-Urban,1455,82,17.74,54,38,0.8,9,3,0.45,0.48,369,50456,0.9,0.59,0.8,0.57,0.69,2112,0.1,Moderately_Balanced
INS02681,Private,Semi-Urban,764,114,6.7,112,48,0.88,59,4,0.82,0.59,818,24953,0.8,0.84,0.79,0.85,0.76,2688,0.18,Highly_Balanced
INS02682,Public,Urban,1779,100,17.79,28,37,0.78,47,14,0.84,0.56,954,95399,0.71,0.74,0.3,0.58,0.72,3483,0.05,Moderately_Balanced
INS02683,Public,Semi-Urban,1590,76,20.92,43,33,0.85,2,6,0.58,0.57,854,80414,0.93,0.73,0.55,0.77,0.84,4531,0.13,Highly_Balanced
INS02684,Private,Urban,867,86,10.08,30,34,0.66,58,10,0.9,0.47,425,91149,0.87,0.52,0.69,0.93,0.89,2102,0.06,Highly_Balanced
INS02685,Private,Urban,337,65,5.18,107,48,0.7,7,14,0.56,0.69,967,10916,0.54,0.74,0.81,0.89,0.62,2067,0.26,Moderately_Balanced
INS02686,Private,Semi-Urban,544,113,4.81,101,47,0.47,54,7,0.86,0.29,29,43718,0.7,0.82,0.33,0.5,0.59,4598,0.16,Moderately_Balanced
INS02687,Public,Semi-Urban,320,132,2.42,24,58,0.59,59,3,0.62,0.87,904,112973,0.69,0.61,0.68,0.6,0.5,1877,0.19,Needs_Improvement
INS02688,Government-Aided,Semi-Urban,1433,112,12.79,61,48,0.63,16,14,0.69,0.54,539,9320,0.87,0.5,0.81,0.81,0.84,3283,0.28,Moderately_Balanced
INS02689,Government-Aided,Urban,1929,68,28.37,18,35,0.76,3,11,0.73,0.81,53,89604,0.52,0.44,0.45,0.94,0.93,3609,0.31,Moderately_Balanced
INS02690,Private,Rural,693,42,16.5,26,34,0.68,20,13,0.47,0.76,253,7031,0.68,0.67,0.42,0.79,0.47,4711,0.21,Moderately_Balanced
INS02691,Government-Aided,Semi-Urban,1733,81,21.4,56,34,0.75,29,7,0.42,0.58,200,83431,0.77,0.76,0.58,0.54,0.62,3216,0.24,Moderately_Balanced
